Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,2020-12,2021-04,4,-0.5385780334472656,0.5685142814348817,0.080880269408226,-0.8450519691533294,0.6158651604204237,0.1844332551636165,0.3841348395795763,0.433032010416528,0.1660969417589383,0.433032010416528,0.2081973006732438,2073.270091176033,3839.625503659248,5328.407332539558,12625.401915729046
NMME ensemble mean,2020-12,2021-05,5,-0.3350543975830078,0.601798469412519,0.1357768177986145,-0.699782409571712,0.6275546632710307,0.2075660997349776,0.3724453367289693,0.4033790076128695,0.0916584379090654,0.4033790076128695,0.2191135374926094,2328.350628435612,3910.213219106197,4978.829702794552,12649.311292767525
NMME ensemble mean,2020-12,2021-06,6,-0.065185546875,0.6266967018564072,0.1822497993707656,-0.6406564348985939,0.6658544301978635,0.2041986936116004,0.3341455698021365,0.3851207978455386,0.1212427552510438,0.3851207978455386,0.2036657783399907,2046.333817064762,3731.371145248413,4243.582543849945,13845.417336940764
NMME ensemble mean,2020-12,2021-07,7,-0.2634487152099609,0.6188596256785948,0.2324876338243484,-0.3345031574009416,0.6557975587358184,0.2484855517489748,0.3442024412641816,0.3821232185716242,0.1436698027581718,0.3821232185716242,0.2579255353239816,2716.252978980541,4680.203989326954,3534.7740826010704,12935.47379219532
NMME ensemble mean,2020-12,2021-08,8,-0.451995849609375,0.6209050234061115,0.2221534997224807,-0.4244900788909684,0.6799410151776807,0.2201495099461233,0.3200589848223192,0.3514497200132302,0.0947919228731732,0.3514497200132302,0.2246831968612235,2156.3976969122887,4248.327920913696,3390.425402224064,14071.553823053837
NMME ensemble mean,2020-12,2021-09,9,-0.5261135101318359,0.551034473039952,0.0682611539959907,-0.3335718028588401,0.6233011920087128,0.1477586201723195,0.3766988079912872,0.3934270629184799,0.1427409665507324,0.3934270629184799,0.2824735849871303,1558.7516201734545,6570.056667864323,2420.5025972127914,13317.393957853315
NMME ensemble mean,2021-01,2021-02,1,-0.9065341949462892,0.7517462562994487,0.4659025371074676,-0.2880441142819772,0.7399355004906943,0.3227179019353332,0.2600644995093056,0.4553981479999625,0.1318997763291349,0.4553981479999625,0.2019065159536706,2957.5152688622475,2767.704948306084,3439.17770165205,14702.306924283504
NMME ensemble mean,2021-01,2021-03,2,-0.5926361083984375,0.691481433137891,0.3453598320484161,-0.5738967703356048,0.701910828244816,0.2603985608237236,0.298089171755184,0.4606355225428424,0.1144297825423708,0.4606355225428424,0.1893956308783974,2504.8371434807777,2847.1410719156265,4267.265207290649,14247.461420416832
NMME ensemble mean,2021-01,2021-04,3,-0.5385780334472656,0.5847765486220668,0.1043395549058914,-0.8041745349469365,0.6243757318806429,0.1906078915221243,0.3756242681193572,0.4083139987812864,0.1138105353956352,0.4083139987812864,0.2081973006732438,2111.193387567997,3801.702207267285,5163.21133184433,12790.597916424274
NMME ensemble mean,2021-01,2021-05,4,-0.3350543975830078,0.5569092517427127,0.0747233554720878,-0.8211382288713645,0.60096396040897,0.1934311173859687,0.39903603959103,0.4094815434647482,0.0640968735532508,0.4094815434647482,0.2191135374926094,2283.9650894403458,3954.5987581014633,5569.076620578766,12059.06437498331
NMME ensemble mean,2021-01,2021-06,5,-0.065185546875,0.5720917253356577,0.1636038124561309,-0.7083208165820851,0.6520735112364011,0.2023010824868659,0.3479264887635989,0.3829085359523255,0.0592355578934767,0.3829085359523255,0.2036657783399907,2105.906865477562,3671.798096835613,4632.060717582703,13456.939163208008
NMME ensemble mean,2021-01,2021-07,6,-0.2634487152099609,0.614453626668695,0.3019384443759918,-0.2401755910556076,0.680127046781247,0.2727095497307957,0.319872953218753,0.3742018596045909,0.0943889164089309,0.3742018596045909,0.2579255353239816,2862.611709833145,4533.84525847435,3100.468103289604,13369.779771506786
NMME ensemble mean,2021-01,2021-08,7,-0.451995849609375,0.6367471652304028,0.3078026175498962,-0.2847240003355651,0.7113441045202656,0.2477938684175692,0.2886558954797343,0.3525940590813713,0.0762484554683862,0.3525940590813713,0.2246831968612235,2269.481153845787,4135.244463980198,2754.0205946564674,14707.958630621431
NMME ensemble mean,2021-01,2021-09,8,-0.5261135101318359,0.5968256793246087,0.1421283185482025,-0.3096171184622414,0.6300677575874553,0.2004422411120421,0.3699322424125447,0.3876806051851409,0.0690354912488787,0.3876806051851409,0.2824735849871303,2213.3701831698418,5915.438104867935,2913.625536739826,12824.271018326284
NMME ensemble mean,2021-01,2021-10,9,-0.8237247467041016,0.6129369381252545,0.1915697753429412,-0.2586701766549155,0.6490801706989104,0.2125529982651386,0.3509198293010895,0.5050848361724373,0.2124817235163924,0.5050848361724373,0.2788020529998621,2260.7173818945885,5758.556693315506,2616.743296205997,13230.687471687794
NMME ensemble mean,2021-02,2021-03,1,-0.5926361083984375,0.7701394545143018,0.4851851463317871,-0.1296836388893678,0.7860428545195445,0.3121127350854761,0.2139571454804555,0.4385954216127779,0.1298563625566636,0.4385954216127779,0.1893956308783974,2316.933012366295,3035.0452030301094,2071.4068372249603,16443.31979048252
NMME ensemble mean,2021-02,2021-04,2,-0.5385780334472656,0.627083310554431,0.1422548145055771,-0.5953566363352765,0.6678510547038495,0.1836962294790249,0.3321489452961504,0.3985593128010603,0.0984928425787781,0.3985593128010603,0.2081973006732438,1783.9134487509727,4128.982146084309,3798.318695247173,14155.490553021433
NMME ensemble mean,2021-02,2021-05,3,-0.3350543975830078,0.5338698370031865,0.0689688771963119,-0.7456490274740772,0.6175046663696216,0.1812092927915137,0.3824953336303784,0.4100039651498563,0.088757162274936,0.4100039651498563,0.2191135374926094,2020.3479155302048,4218.215932011604,4910.687299609184,12717.453695952892
NMME ensemble mean,2021-02,2021-06,4,-0.065185546875,0.5476108572361141,0.130013883113861,-0.8094267416142336,0.6314816943199437,0.1967661291868238,0.3685183056800562,0.4127411209136243,0.0980402729189547,0.4127411209136243,0.2036657783399907,2154.5662702918053,3623.13869202137,5172.178938925266,12916.820941865444
NMME ensemble mean,2021-02,2021-07,5,-0.2634487152099609,0.619265239491674,0.3355270624160766,-0.2511509441132209,0.6772962229684925,0.3012704667059948,0.3227037770315075,0.3916901470716366,0.1207767240108637,0.3916901470716366,0.2579255353239816,3320.8095631599426,4075.647405147553,3626.2283930182457,12844.019481778145
NMME ensemble mean,2021-02,2021-08,6,-0.451995849609375,0.6281123164946435,0.3349578380584717,-0.2463235491626882,0.7199720406507009,0.2586584099069823,0.2800279593492991,0.3714216119475393,0.093258789280416,0.3714216119475393,0.2246831968612235,2331.8579775691032,4072.8676402568817,2610.477013349533,14851.502211928368
NMME ensemble mean,2021-02,2021-09,7,-0.5261135101318359,0.5990045655028707,0.176718920469284,-0.2389418368000679,0.6500316577685447,0.1890383704563664,0.3499683422314553,0.392717339561572,0.0592621456844483,0.392717339561572,0.2824735849871303,1947.0221012830732,6181.786186754704,2170.80494171381,13567.0916133523
NMME ensemble mean,2021-02,2021-10,8,-0.8237247467041016,0.6469673031517075,0.2766768932342529,-0.1800385108750803,0.6710028405491275,0.2524115031364795,0.3289971594508725,0.4818395234721054,0.1420781241800878,0.4818395234721054,0.2788020529998621,2651.130727648735,5368.143347561359,2483.934751272201,13363.49601662159
NMME ensemble mean,2021-02,2021-11,9,-0.8338184356689453,0.6012119157985218,0.2016586661338806,-0.2011776522475412,0.6175493601941885,0.2524514872268866,0.3824506398058114,0.6041813348080772,0.4554435877629119,0.6041813348080772,0.3183963996418035,3082.523568212986,6117.983737945557,3009.852799355984,11656.34473758936
NMME ensemble mean,2021-03,2021-04,1,-0.5385780334472656,0.7165840380479002,0.379624456167221,-0.2940078314385319,0.7305910624444598,0.2788576109498399,0.2694089375555402,0.3994788831196549,0.0808432995811768,0.3994788831196549,0.2081973006732438,2486.3710444569588,3426.5245503783226,3003.379044353962,14950.430203914642
NMME ensemble mean,2021-03,2021-05,2,-0.3350543975830078,0.5642720921565232,0.095658078789711,-0.7768179091847933,0.6106751424382979,0.1978205312319932,0.3893248575617021,0.4201482412431405,0.0986994651147505,0.4201482412431405,0.2191135374926094,2291.418510735035,3947.145336806774,5344.756126701832,12283.384868860245
NMME ensemble mean,2021-03,2021-06,3,-0.065185546875,0.5386115907883858,0.0988388955593109,-1.0058709921438336,0.5914727231354167,0.2000467846628374,0.4085272768645833,0.458751446793616,0.1831181858666666,0.458751446793616,0.2036657783399907,2438.262775719166,3339.4421865940094,6410.757750689983,11678.242130100729
NMME ensemble mean,2021-03,2021-07,4,-0.2634487152099609,0.5851250077295087,0.2427913844585418,-0.5185940546008336,0.6083158155272642,0.2925389113174988,0.3916841844727358,0.4566900002351629,0.2248996919255838,0.4566900002351629,0.2579255353239816,3865.534741818905,3530.9222264885902,5817.28859603405,10652.95927876234
NMME ensemble mean,2021-03,2021-08,5,-0.451995849609375,0.5884225386447465,0.2434571534395218,-0.619777402210794,0.6360632350677109,0.2580443339859805,0.363936764932289,0.4213274896432201,0.1352428310809982,0.4213274896432201,0.2246831968612235,3020.888975918293,3383.836641907692,5302.134708285332,12159.844516992567
NMME ensemble mean,2021-03,2021-09,6,-0.5261135101318359,0.5159628966646571,0.070916049182415,-0.3752662838882434,0.6115236024781593,0.1730015959322966,0.3884763975218406,0.4122857675443769,0.078125037410751,0.4122857675443769,0.2824735849871303,1939.5569588541985,6189.2513291835785,3082.4001889824867,12655.496366083622
NMME ensemble mean,2021-03,2021-10,7,-0.8237247467041016,0.608683606408293,0.1977439969778061,-0.2386920257075999,0.6546501201981632,0.2060972619123064,0.3453498798018368,0.4823707300458384,0.0756337512668365,0.4823707300458384,0.2788020529998621,2139.718756735325,5879.55531847477,2362.8083303570747,13484.622437536716
NMME ensemble mean,2021-03,2021-11,8,-0.8338184356689453,0.5876610756919907,0.2249630689620971,-0.1894205609562655,0.6212927757315907,0.2720398010083986,0.3787072242684093,0.5791790730616011,0.3179937023826112,0.5791790730616011,0.3183963996418035,3377.6983802318573,5822.808925926685,3215.684617638588,11450.512919306757
NMME ensemble mean,2021-03,2021-12,9,-0.9901466369628906,0.5478345036386677,0.1286428719758987,-0.4564592932608731,0.6068257980377857,0.2291337149070035,0.3931742019622143,0.8986435338354262,0.7796836355217244,0.8986435338354262,0.2699520706012558,2789.249866247177,4965.999311745167,4417.77331840992,11693.682346701622
NMME ensemble mean,2021-04,2021-05,1,-0.3350543975830078,0.6099892121619259,0.1774012893438339,-0.6455517484873956,0.639437335261778,0.2214110150112339,0.3605626647382219,0.3910620936430607,0.0583456137751683,0.3910620936430607,0.2191135374926094,2447.1702513694763,3791.3935961723328,4814.049100577831,12814.091894984243
NMME ensemble mean,2021-04,2021-06,2,-0.065185546875,0.5496063781419198,0.1436201483011245,-0.9845953629916756,0.5958058407063639,0.215893769236332,0.4041941592936361,0.4690467549276151,0.2357876882173303,0.4690467549276151,0.2036657783399907,2656.1200462579727,3121.5849160552025,6525.197783112526,11563.802097678185
NMME ensemble mean,2021-04,2021-07,3,-0.2634487152099609,0.5775380619503767,0.2161664515733719,-0.6002050629185056,0.5872662525185987,0.2902188732877813,0.4127337474814013,0.5360433876281184,0.3619926509556886,0.5360433876281184,0.2579255353239816,4027.7605843544006,3368.6963839530945,6481.898145973682,9988.349728822708
NMME ensemble mean,2021-04,2021-08,4,-0.451995849609375,0.5685435265235662,0.1799140572547912,-0.9114863687732182,0.5705211319073817,0.2543301321096476,0.4294788680926182,0.508894845421159,0.2699977997806664,0.508894845421159,0.2246831968612235,3496.113191902637,2908.6124259233475,7341.63295519352,10120.34627008438
NMME ensemble mean,2021-04,2021-09,5,-0.5261135101318359,0.4709243301040798,0.0214447956532239,-0.5867279005801869,0.5517912815240117,0.2183268384034397,0.4482087184759883,0.4482060261005922,0.1090602955793556,0.4482060261005922,0.2824735849871303,2987.821769595146,5140.986518442631,5556.278673529625,10181.617881536484
NMME ensemble mean,2021-04,2021-10,6,-0.8237247467041016,0.5585812770173644,0.1138761565089225,-0.325234950510741,0.6305217750904347,0.1781774057089853,0.3694782249095653,0.4939818289233227,0.0237356934083907,0.4939818289233227,0.2788020529998621,1911.8590223193169,6107.415052890778,2710.8126869797707,13136.61808091402
NMME ensemble mean,2021-04,2021-11,7,-0.8338184356689453,0.5864604942782866,0.1917848587036132,-0.217119011116353,0.6124736889249609,0.2544661517406027,0.3875263110750391,0.5143022464728093,0.1928753145442009,0.5143022464728093,0.3183963996418035,3156.867199897766,6043.6401062607765,3205.335979104042,11460.8615578413
NMME ensemble mean,2021-04,2021-12,8,-0.9901466369628906,0.5994816167039574,0.2087624371051788,-0.3983254878248268,0.6225191391871768,0.2672064643305381,0.3774808608128231,0.8042353707052429,0.5491237909503142,0.8042353707052429,0.2699520706012558,3285.1312838196754,4470.1178941726685,4539.106394767761,11572.34927034378
NMME ensemble mean,2021-04,2022-01,9,-0.6233463287353516,0.5413415236830129,0.0188502930104732,-0.4074344433699437,0.5429987602494558,0.2233549244402607,0.4570012397505441,1.096751137257017,1.0621968117358491,1.096751137257017,0.3247051696818688,3136.7707508206367,6251.948495924473,4655.165206134319,9822.820390224457
NMME ensemble mean,2021-05,2021-06,1,-0.065185546875,0.5796991789859546,0.197941318154335,-0.8789309156128027,0.6173260726246471,0.2304836228044548,0.3826739273753529,0.4467816259355871,0.182229561316025,0.4467816259355871,0.2036657783399907,2735.542965710163,3042.161996603012,6091.003679215908,11997.996201574802
NMME ensemble mean,2021-05,2021-07,2,-0.2634487152099609,0.5969356095804706,0.2398277819156646,-0.5808185626473394,0.5922665259790977,0.2993839357751932,0.4077334740209022,0.6040798608571388,0.4208778756292665,0.6040798608571388,0.2579255353239816,4158.313539683819,3238.1434286236763,6493.111050486565,9977.136824309826
NMME ensemble mean,2021-05,2021-08,3,-0.451995849609375,0.5762804044008056,0.183725893497467,-0.9433653534123434,0.5633584597259733,0.2579590324582234,0.4366415402740267,0.6358455191516839,0.4287819570512914,0.6358455191516839,0.2246831968612235,3622.766714990139,2781.958902835846,7639.235861122608,9822.743364155293
NMME ensemble mean,2021-05,2021-09,4,-0.5261135101318359,0.472644796059009,0.001952115795575,-0.7084162903252653,0.5174175258214083,0.2402925951144331,0.4825824741785917,0.516231266588827,0.270493473138451,0.516231266588827,0.2824735849871303,3642.990478992462,4485.817809045315,7031.835664629936,8706.060890436172
NMME ensemble mean,2021-05,2021-10,5,-0.8237247467041016,0.5446829842911483,0.1474625617265701,-0.4098534618962204,0.6069299603943709,0.2419022101184767,0.3930700396056291,0.5090532693091198,0.0509910386505895,0.5090532693091198,0.2788020529998621,2993.484477758408,5025.789597451687,4355.497020483017,11491.933747410774
NMME ensemble mean,2021-05,2021-11,6,-0.8338184356689453,0.6259895436143886,0.2172265201807022,-0.1665355525916461,0.6285792800006581,0.2361360809553664,0.3714207199993419,0.4724631730504267,0.0760901886711112,0.4724631730504267,0.3183963996418035,2740.3431186676025,6460.16418749094,2404.424509346485,12261.773027598858
NMME ensemble mean,2021-05,2021-12,7,-0.9901466369628906,0.6309345021211233,0.2493098974227905,-0.3387246301814188,0.6386085141176255,0.2792447074243213,0.3613914858823744,0.64322277984204,0.3650800937805913,0.64322277984204,0.2699520706012558,3341.7002366781235,4413.54894131422,4211.674985051155,11899.780680060388
NMME ensemble mean,2021-05,2022-01,8,-0.6233463287353516,0.5872380174024645,0.0747627913951873,-0.3680571149257694,0.5557847823635401,0.2528860484368678,0.4442152176364598,0.9387366107064176,0.7629560141751512,0.9387366107064176,0.3247051696818688,3588.590625584125,5800.128621160984,4801.824864983559,9676.160731375216
NMME ensemble mean,2021-05,2022-02,9,-0.6330375671386719,0.6211741457369999,0.2348515838384628,-0.3721262930947575,0.6300696810803758,0.2775057899708921,0.3699303189196242,1.2232319334800683,1.184535822737922,1.2232319334800683,0.2696036952147211,3391.173945724964,4353.682016611099,4475.335717558861,11646.51316320896
NMME ensemble mean,2021-06,2021-07,1,-0.2634487152099609,0.6184704528444825,0.2789773643016815,-0.5058642117541456,0.6115991670580864,0.309667412404649,0.3884008329419137,0.5542248290531531,0.3630409707460838,0.5542248290531531,0.2579255353239816,4158.241849958897,3238.2151183485985,6031.632922291756,10438.614952504637
NMME ensemble mean,2021-06,2021-08,2,-0.451995849609375,0.5815255503939492,0.1935752630233764,-0.9424573066636924,0.5635624825723596,0.2616003307562451,0.4364375174276403,0.6659903601928061,0.4770270440688756,0.6659903601928061,0.2246831968612235,3690.297119915485,2714.4284979105,7701.896912992001,9760.0823122859
NMME ensemble mean,2021-06,2021-09,3,-0.5261135101318359,0.4641251300583235,-0.0495863333344459,-0.7923860957502156,0.4936982738523507,0.2318730577413568,0.5063017261476492,0.5895674003010355,0.4211414928912028,0.5895674003010355,0.2824735849871303,3647.7004024386406,4481.107885599136,7602.645973920822,8135.250581145287
NMME ensemble mean,2021-06,2021-10,4,-0.8237247467041016,0.5247245081631948,0.1004636511206626,-0.5985946426597872,0.5543085317118703,0.263712151253554,0.4456914682881296,0.5375350102098867,0.1657066506788773,0.5375350102098867,0.2788020529998621,3809.862405359745,4209.411669850349,6427.775054872036,9419.655713021755
NMME ensemble mean,2021-06,2021-11,5,-0.8338184356689453,0.5808787894822978,0.1556209325790405,-0.2434601293706932,0.6040867717102401,0.2328171945290205,0.39591322828976,0.4786400732501668,0.0900276013487195,0.4786400732501668,0.3183963996418035,2867.5345941782,6332.972711980343,3116.1714510917664,11550.026085853577
NMME ensemble mean,2021-06,2021-12,6,-0.9901466369628906,0.6109283282089223,0.2354768365621566,-0.3175535034835912,0.6443237036066657,0.2628748630264226,0.3556762963933343,0.5270566975194789,0.1522580481868449,0.5270566975194789,0.2699520706012558,3027.2983439564705,4727.950834035873,3760.870351672173,12350.58531343937
NMME ensemble mean,2021-06,2022-01,7,-0.6233463287353516,0.5972742544503064,0.1511974185705185,-0.2903678368260571,0.5810108925913691,0.27907944351538,0.4189891074086309,0.799024030718572,0.5608923026761564,0.799024030718572,0.3247051696818688,3871.1110848784447,5517.608161866665,4482.28119713068,9995.704399228096
NMME ensemble mean,2021-06,2022-02,8,-0.6330375671386719,0.6524596258587027,0.2661326229572296,-0.3644859930229811,0.6321295342122761,0.296413132040038,0.3678704657877239,1.0558887275425544,0.8651604724471955,1.0558887275425544,0.2696036952147211,3698.8532378673553,4046.002724468708,4733.853102982044,11387.995777785778
NMME ensemble mean,2021-06,2022-03,9,-0.6721267700195312,0.5797170604795782,0.1999251097440719,-0.4357297442674868,0.6284675999137199,0.2536592580530865,0.3715324000862801,1.1779029931236351,1.1364080071019638,1.1779029931236351,0.2587759998493567,3013.7187718749046,4408.11042869091,4459.143703818321,11985.73193871975
NMME ensemble mean,2021-07,2021-08,1,-0.451995849609375,0.6172892039711109,0.2993730008602142,-0.7676347621661836,0.6028421707534733,0.292342898992399,0.3971578292465266,0.617704114195219,0.4236135438263462,0.617704114195219,0.2246831968612235,3915.8429983258247,2488.88261950016,6989.966067254543,10472.013158023356
NMME ensemble mean,2021-07,2021-09,2,-0.5261135101318359,0.4854279041456389,0.0028418188448995,-0.7250724814977647,0.5127125917886813,0.2449698611428427,0.4872874082113186,0.6365208966150533,0.4916658302359335,0.6365208966150533,0.2824735849871303,3773.340695679188,4355.467592358589,7274.47715318203,8463.419401884079
NMME ensemble mean,2021-07,2021-10,3,-0.8237247467041016,0.5394190097427849,0.1194724142551422,-0.5971728574589823,0.5547049283447797,0.2743282803348227,0.4452950716552203,0.5926236725660222,0.3230296891207163,0.5926236725660222,0.2788020529998621,4017.637356281281,4001.636718928814,6626.089324355125,9221.341443538666
NMME ensemble mean,2021-07,2021-11,4,-0.8338184356689453,0.5814037946923456,0.2078217417001724,-0.2641196307776334,0.5975088608438756,0.3048138590984777,0.4024911391561245,0.4831326402281442,0.1248287773457852,0.4831326402281442,0.3183963996418035,4211.942075431347,4988.565230727196,4617.571989476681,10048.625547468662
NMME ensemble mean,2021-07,2021-12,5,-0.9901466369628906,0.6129109848400008,0.2189179807901382,-0.2984547890201918,0.6494794411218824,0.2430531518137189,0.3505205588781175,0.4700970983548179,0.1162959948400014,0.4700970983548179,0.2699520706012558,2686.221556723118,5069.027621269226,3296.7430989146237,12814.712566196918
NMME ensemble mean,2021-07,2022-01,6,-0.6233463287353516,0.622364274074921,0.2386050522327423,-0.2027241281363938,0.6094692578929946,0.3129823358889489,0.3905307421070055,0.601785964343099,0.2717719759592285,0.601785964343099,0.3247051696818688,4246.191855669022,5142.527391076088,4178.154562950134,10299.831033408642
NMME ensemble mean,2021-07,2022-02,7,-0.6330375671386719,0.6649890248844426,0.2956999242305755,-0.3343892904513204,0.6402437164393742,0.3090705575558102,0.3597562835606258,0.8370802790568462,0.6371943912199308,0.8370802790568462,0.2696036952147211,3840.8273579478255,3904.028604388237,4682.168430805206,11439.680449962616
NMME ensemble mean,2021-07,2022-03,8,-0.6721267700195312,0.6332271359206008,0.2076796740293502,-0.4691388381197243,0.6198221282480462,0.2655875509656464,0.3801778717519538,1.000280019389882,0.7800594864906021,1.000280019389882,0.2587759998493567,3281.307881653309,4140.521318912506,4933.071734070778,11511.803908467293
NMME ensemble mean,2021-07,2022-04,9,-0.8203334808349609,0.5665275696951697,0.165734514594078,-0.3374853134088611,0.6137384209245424,0.2451935948961875,0.3862615790754575,1.04254934524613,1.0944670863289236,1.04254934524613,0.2887968751529608,2994.659975230694,5322.793437838554,3895.997662186623,11653.253767848017
NMME ensemble mean,2021-08,2021-09,1,-0.5261135101318359,0.5105406739913156,0.0636117309331893,-0.6366850639915833,0.5376797024794067,0.2583439868942415,0.4623202975205933,0.5773741847742151,0.4075800453578754,0.5773741847742151,0.2824735849871303,3843.538702607155,4285.269585430622,6748.792498469353,8989.104056596756
NMME ensemble mean,2021-08,2021-10,2,-0.8237247467041016,0.5473055403805226,0.1264581382274627,-0.5925400390432032,0.5559965676302744,0.277280458572648,0.4440034323697256,0.6124702884266205,0.3535147570621776,0.6124702884266205,0.2788020529998621,4065.633775770664,3953.6402994394302,6643.258570253849,9204.172197639942
NMME ensemble mean,2021-08,2021-11,3,-0.8338184356689453,0.5839793271102671,0.2190538197755813,-0.2804889303249174,0.592296934803362,0.3234954792170554,0.4077030651966379,0.5131745316124279,0.221387909719206,0.5131745316124279,0.3183963996418035,4653.009632349014,4547.497673809528,5183.031046867371,9483.166490077972
NMME ensemble mean,2021-08,2021-12,4,-0.9901466369628906,0.5986876811097657,0.2456156909465789,-0.3573084528010022,0.6335917727217826,0.2815762487482044,0.3664082272782174,0.4604037129067797,0.1237577991839505,0.4604037129067797,0.2699520706012558,3427.464900434017,4327.784277558327,4417.172734975815,11694.282930135729
NMME ensemble mean,2021-08,2022-01,5,-0.6233463287353516,0.6343534554831819,0.2230955362319946,-0.2093778805424808,0.6073087500889549,0.3003492872330101,0.3926912499110451,0.5449766917867153,0.1767402653849409,0.5449766917867153,0.3247051696818688,4023.361087739468,5365.358159005642,4006.887997090817,10471.09759926796
NMME ensemble mean,2021-08,2022-02,6,-0.6330375671386719,0.6765368410785683,0.3436618447303772,-0.2936384422097322,0.6512302957084406,0.3318658692296744,0.3487697042915593,0.6251918168177608,0.3708538490578449,0.6251918168177608,0.2696036952147211,4134.56807923317,3610.287883102894,4713.695707440376,11408.153173327446
NMME ensemble mean,2021-08,2022-03,7,-0.6721267700195312,0.6406589576312387,0.2243418097496032,-0.4549649265158808,0.6234899963951072,0.2727776604876796,0.3765100036048928,0.8341165181489237,0.585318620611657,0.8341165181489237,0.2587759998493567,3370.6260323524475,4051.203168213368,4934.849958300591,11510.02568423748
NMME ensemble mean,2021-08,2022-04,8,-0.8203334808349609,0.6152457347380206,0.1318684518337249,-0.4076653569102384,0.5934706436632459,0.246700061048192,0.4065293563367541,0.8693435536833645,0.7512691009653782,0.8693435536833645,0.2887968751529608,3177.501025378704,5139.952387690544,4562.563770055771,10986.687659978868
NMME ensemble mean,2021-08,2022-05,9,-0.8573017120361328,0.6144843530898804,0.2644596099853515,-0.2445773994451756,0.6574182699695399,0.2678639851742448,0.3425817300304601,1.0059140372213975,0.8836795756806717,1.0059140372213975,0.2752594817993487,2991.432552814484,4922.154645860195,3254.142389416694,12698.975255012512
NMME ensemble mean,2021-09,2021-10,1,-0.8237247467041016,0.5661557057351883,0.1764276623725891,-0.5130439988840123,0.5781602268320163,0.2888646030969343,0.4218397731679837,0.5293223416858568,0.2362733830342454,0.5293223416858568,0.2788020529998621,4089.611169695854,3929.66290551424,6138.262451767921,9709.16831612587
NMME ensemble mean,2021-09,2021-11,2,-0.8338184356689453,0.5938746118535044,0.22282175719738,-0.2866800919526682,0.5903256912314857,0.3295876839177163,0.4096743087685143,0.4943849657392005,0.2087965202900131,0.4943849657392005,0.3183963996418035,4806.845709681511,4393.661596477032,5383.914212703705,9282.283324241638
NMME ensemble mean,2021-09,2021-12,3,-0.9901466369628906,0.5721252684729741,0.1636880487203598,-0.5312044935944462,0.5866481764402319,0.2699908259308096,0.4133518235597681,0.4537881660543326,0.1464587695751086,0.4537881660543326,0.2699520706012558,3648.656757950783,4106.592420041561,5758.753549218178,10352.702115893364
NMME ensemble mean,2021-09,2022-01,4,-0.6233463287353516,0.6337282191946745,0.2485586106777191,-0.1900312341493051,0.6135907061888262,0.3152228028355635,0.3864092938111738,0.525413415127713,0.1877115138316019,0.525413415127713,0.3247051696818688,4245.299767553806,5143.419479191303,4078.897084832192,10399.088511526585
NMME ensemble mean,2021-09,2022-02,5,-0.6330375671386719,0.6679946719044574,0.3186428844928741,-0.2939877628176504,0.6511361175817313,0.3155607234398671,0.3488638824182687,0.5659752432328544,0.2475228119706537,0.5659752432328544,0.2696036952147211,3838.808885395527,3906.047076940537,4420.184235155582,11701.66464561224
NMME ensemble mean,2021-09,2022-03,6,-0.6721267700195312,0.6509982936155138,0.2938591539859772,-0.3925243339678015,0.6396481231629227,0.3029141524124052,0.3603518768370773,0.6297889057509815,0.3055413622028819,0.6297889057509815,0.2587759998493567,3737.2534319758415,3684.575768589973,4915.836115539074,11529.039526998997
NMME ensemble mean,2021-09,2022-04,7,-0.8203334808349609,0.6213140021076123,0.1295535713434219,-0.4279107938113891,0.5876238247500871,0.2523830202012231,0.4123761752499129,0.7102480471486698,0.5274534574833547,0.7102480471486698,0.2887968751529608,3322.5154200196266,4994.937993049622,4847.122465968132,10702.128964066504
NMME ensemble mean,2021-09,2022-05,8,-0.8573017120361328,0.6639552346093499,0.2400988340377807,-0.3319556104476537,0.6333665888884437,0.2789243430895473,0.3666334111115564,0.8374202859456759,0.5329513354678879,0.8374202859456759,0.2752594817993487,3384.777195811272,4528.810002863407,4221.5214057564735,11731.596238672731
NMME ensemble mean,2021-09,2022-06,9,-0.5397987365722656,0.533850885325534,0.0024513979442417,-0.5017147014206265,0.582715474850906,0.1685851461517531,0.417284525149094,0.7484877946682603,0.5257680424444207,0.7484877946682603,0.2778720383800875,2019.41821461916,5972.11038005352,3987.096217274666,11888.08003115654
NMME ensemble mean,2021-10,2021-11,1,-0.8338184356689453,0.6692320714946456,0.344939261674881,-0.1284804749502965,0.6406958797097531,0.365271234214908,0.3593041202902469,0.4600009125894772,0.1241710835762213,0.4600009125894772,0.3183963996418035,4934.940842092037,4265.566464066505,4309.8389238119125,10356.35861313343
NMME ensemble mean,2021-10,2021-12,2,-0.9901466369628906,0.636711157375481,0.2701990902423858,-0.3770164075482733,0.6282715695304409,0.3022344846059878,0.3717284304695591,0.4646270252433787,0.1748460529457629,0.4646270252433787,0.2699520706012558,3842.843989133835,3912.405188858509,4959.527542948723,11151.92812216282
