Basin,Local_error_index,Total_skill_loss,Local_error_z
North Pacific,0.1383895033194119,0.0621858900412917,-0.7413790366090275
South Pacific,0.24962705754998274,0.0669181713601574,0.013632947966849896
Indian Ocean,0.0,0.030361621640622498,-1.6806817232636024
North Atlantic,0.36008144048707225,0.1032157419249415,0.7633292483150019
Tropical Atlantic,0.4312980516396769,0.0463534272275865,1.246703728210924
South Atlantic,0.4006370577841687,0.0400497075170278,1.038595792181223
Global 60S-60N,0.15329628939628692,0.0735438750125467,-0.6402009568013688
