Event,Target_month,Lead,Initialization_month,Model,Path,Expected_S,Actual_S,Available_L_count,Usable,Reason
2015/16,2015-12,9,2015-03,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201503.nc,662,662.0,10,True,usable
2015/16,2016-01,1,2015-12,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201512.nc,671,671.0,12,True,usable
2015/16,2016-01,1,2015-12,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201512.nc,671,671.0,9,True,usable
2015/16,2016-01,1,2015-12,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201512.nc,671,671.0,12,True,usable
2015/16,2016-01,1,2015-12,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201512.nc,671,671.0,10,True,usable
2015/16,2016-01,2,2015-11,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201511.nc,670,670.0,12,True,usable
2015/16,2016-01,2,2015-11,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201511.nc,670,670.0,9,True,usable
2015/16,2016-01,2,2015-11,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201511.nc,670,670.0,12,True,usable
2015/16,2016-01,2,2015-11,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201511.nc,670,670.0,10,True,usable
2015/16,2016-01,3,2015-10,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201510.nc,669,669.0,12,True,usable
2015/16,2016-01,3,2015-10,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201510.nc,669,669.0,9,True,usable
2015/16,2016-01,3,2015-10,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201510.nc,669,669.0,12,True,usable
2015/16,2016-01,3,2015-10,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201510.nc,669,669.0,10,True,usable
2015/16,2016-01,4,2015-09,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201509.nc,668,668.0,12,True,usable
2015/16,2016-01,4,2015-09,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201509.nc,668,668.0,9,True,usable
2015/16,2016-01,4,2015-09,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201509.nc,668,668.0,12,True,usable
2015/16,2016-01,4,2015-09,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201509.nc,668,668.0,10,True,usable
2015/16,2016-01,5,2015-08,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201508.nc,667,667.0,12,True,usable
2015/16,2016-01,5,2015-08,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201508.nc,667,667.0,9,True,usable
2015/16,2016-01,5,2015-08,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201508.nc,667,667.0,12,True,usable
2015/16,2016-01,5,2015-08,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201508.nc,667,667.0,10,True,usable
2015/16,2016-01,6,2015-07,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201507.nc,666,666.0,12,True,usable
2015/16,2016-01,6,2015-07,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201507.nc,666,666.0,9,True,usable
2015/16,2016-01,6,2015-07,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201507.nc,666,666.0,12,True,usable
2015/16,2016-01,6,2015-07,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201507.nc,666,666.0,10,True,usable
2015/16,2016-01,7,2015-06,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201506.nc,665,665.0,12,True,usable
2015/16,2016-01,7,2015-06,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201506.nc,665,665.0,9,True,usable
2015/16,2016-01,7,2015-06,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201506.nc,665,665.0,12,True,usable
2015/16,2016-01,7,2015-06,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201506.nc,665,665.0,10,True,usable
2015/16,2016-01,8,2015-05,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201505.nc,664,664.0,12,True,usable
2015/16,2016-01,8,2015-05,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201505.nc,664,664.0,9,True,usable
2015/16,2016-01,8,2015-05,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201505.nc,664,664.0,12,True,usable
2015/16,2016-01,8,2015-05,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201505.nc,664,664.0,10,True,usable
2015/16,2016-01,9,2015-04,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201504.nc,663,663.0,12,True,usable
2015/16,2016-01,9,2015-04,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201504.nc,663,663.0,9,False,lead_unavailable
2015/16,2016-01,9,2015-04,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201504.nc,663,663.0,12,True,usable
2015/16,2016-01,9,2015-04,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201504.nc,663,663.0,10,True,usable
2015/16,2016-02,1,2016-01,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201601.nc,672,672.0,12,True,usable
2015/16,2016-02,1,2016-01,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201601.nc,672,672.0,9,True,usable
2015/16,2016-02,1,2016-01,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201601.nc,672,672.0,12,True,usable
2015/16,2016-02,1,2016-01,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201601.nc,672,672.0,10,True,usable
2015/16,2016-02,2,2015-12,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201512.nc,671,671.0,12,True,usable
2015/16,2016-02,2,2015-12,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201512.nc,671,671.0,9,True,usable
2015/16,2016-02,2,2015-12,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201512.nc,671,671.0,12,True,usable
2015/16,2016-02,2,2015-12,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201512.nc,671,671.0,10,True,usable
2015/16,2016-02,3,2015-11,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201511.nc,670,670.0,12,True,usable
2015/16,2016-02,3,2015-11,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201511.nc,670,670.0,9,True,usable
2015/16,2016-02,3,2015-11,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201511.nc,670,670.0,12,True,usable
2015/16,2016-02,3,2015-11,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201511.nc,670,670.0,10,True,usable
2015/16,2016-02,4,2015-10,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201510.nc,669,669.0,12,True,usable
2015/16,2016-02,4,2015-10,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201510.nc,669,669.0,9,True,usable
2015/16,2016-02,4,2015-10,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201510.nc,669,669.0,12,True,usable
2015/16,2016-02,4,2015-10,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201510.nc,669,669.0,10,True,usable
2015/16,2016-02,5,2015-09,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201509.nc,668,668.0,12,True,usable
2015/16,2016-02,5,2015-09,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201509.nc,668,668.0,9,True,usable
2015/16,2016-02,5,2015-09,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201509.nc,668,668.0,12,True,usable
2015/16,2016-02,5,2015-09,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201509.nc,668,668.0,10,True,usable
2015/16,2016-02,6,2015-08,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201508.nc,667,667.0,12,True,usable
2015/16,2016-02,6,2015-08,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201508.nc,667,667.0,9,True,usable
2015/16,2016-02,6,2015-08,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201508.nc,667,667.0,12,True,usable
2015/16,2016-02,6,2015-08,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201508.nc,667,667.0,10,True,usable
2015/16,2016-02,7,2015-07,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201507.nc,666,666.0,12,True,usable
2015/16,2016-02,7,2015-07,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201507.nc,666,666.0,9,True,usable
2015/16,2016-02,7,2015-07,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201507.nc,666,666.0,12,True,usable
2015/16,2016-02,7,2015-07,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201507.nc,666,666.0,10,True,usable
2015/16,2016-02,8,2015-06,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201506.nc,665,665.0,12,True,usable
2015/16,2016-02,8,2015-06,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201506.nc,665,665.0,9,True,usable
2015/16,2016-02,8,2015-06,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201506.nc,665,665.0,12,True,usable
2015/16,2016-02,8,2015-06,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201506.nc,665,665.0,10,True,usable
2015/16,2016-02,9,2015-05,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_201505.nc,664,664.0,12,True,usable
2015/16,2016-02,9,2015-05,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_201505.nc,664,664.0,9,False,lead_unavailable
2015/16,2016-02,9,2015-05,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_201505.nc,664,664.0,12,True,usable
2015/16,2016-02,9,2015-05,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_201505.nc,664,664.0,10,True,usable
2023/24,2023-12,1,2023-11,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202311.nc,766,766.0,12,True,usable
2023/24,2023-12,1,2023-11,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202311.nc,766,766.0,9,True,usable
2023/24,2023-12,1,2023-11,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202311.nc,766,731.0,12,False,start_month_mismatch
2023/24,2023-12,1,2023-11,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202311.nc,766,766.0,10,True,usable
2023/24,2023-12,2,2023-10,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202310.nc,765,765.0,12,True,usable
2023/24,2023-12,2,2023-10,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202310.nc,765,765.0,9,True,usable
2023/24,2023-12,2,2023-10,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202310.nc,765,731.0,12,False,start_month_mismatch
2023/24,2023-12,2,2023-10,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202310.nc,765,765.0,10,True,usable
2023/24,2023-12,3,2023-09,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202309.nc,764,764.0,12,True,usable
2023/24,2023-12,3,2023-09,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202309.nc,764,764.0,9,True,usable
2023/24,2023-12,3,2023-09,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202309.nc,764,731.0,12,False,start_month_mismatch
2023/24,2023-12,3,2023-09,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202309.nc,764,764.0,10,True,usable
2023/24,2023-12,4,2023-08,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202308.nc,763,763.0,12,True,usable
2023/24,2023-12,4,2023-08,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202308.nc,763,763.0,9,True,usable
2023/24,2023-12,4,2023-08,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202308.nc,763,731.0,12,False,start_month_mismatch
2023/24,2023-12,4,2023-08,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202308.nc,763,763.0,10,True,usable
2023/24,2023-12,5,2023-07,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202307.nc,762,762.0,12,True,usable
2023/24,2023-12,5,2023-07,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202307.nc,762,762.0,9,True,usable
2023/24,2023-12,5,2023-07,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202307.nc,762,731.0,12,False,start_month_mismatch
2023/24,2023-12,5,2023-07,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202307.nc,762,762.0,10,True,usable
2023/24,2023-12,6,2023-06,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202306.nc,761,761.0,12,True,usable
2023/24,2023-12,6,2023-06,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202306.nc,761,761.0,9,True,usable
2023/24,2023-12,6,2023-06,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202306.nc,761,731.0,12,False,start_month_mismatch
2023/24,2023-12,6,2023-06,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202306.nc,761,761.0,10,True,usable
2023/24,2023-12,7,2023-05,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202305.nc,760,760.0,12,True,usable
2023/24,2023-12,7,2023-05,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202305.nc,760,760.0,9,True,usable
2023/24,2023-12,7,2023-05,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202305.nc,760,731.0,12,False,start_month_mismatch
2023/24,2023-12,7,2023-05,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202305.nc,760,760.0,10,True,usable
2023/24,2023-12,8,2023-04,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202304.nc,759,759.0,12,True,usable
2023/24,2023-12,8,2023-04,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202304.nc,759,759.0,9,True,usable
2023/24,2023-12,8,2023-04,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202304.nc,759,731.0,12,False,start_month_mismatch
2023/24,2023-12,8,2023-04,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202304.nc,759,759.0,10,True,usable
2023/24,2023-12,9,2023-03,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202303.nc,758,758.0,12,True,usable
2023/24,2023-12,9,2023-03,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202303.nc,758,758.0,9,False,lead_unavailable
2023/24,2023-12,9,2023-03,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202303.nc,758,731.0,12,False,start_month_mismatch
2023/24,2023-12,9,2023-03,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202303.nc,758,758.0,10,True,usable
2023/24,2024-01,1,2023-12,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202312.nc,767,767.0,12,True,usable
2023/24,2024-01,1,2023-12,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202312.nc,767,767.0,9,True,usable
2023/24,2024-01,1,2023-12,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202312.nc,767,731.0,12,False,start_month_mismatch
2023/24,2024-01,1,2023-12,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202312.nc,767,767.0,10,True,usable
2023/24,2024-01,2,2023-11,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202311.nc,766,766.0,12,True,usable
2023/24,2024-01,2,2023-11,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202311.nc,766,766.0,9,True,usable
2023/24,2024-01,2,2023-11,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202311.nc,766,731.0,12,False,start_month_mismatch
2023/24,2024-01,2,2023-11,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202311.nc,766,766.0,10,True,usable
2023/24,2024-01,3,2023-10,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202310.nc,765,765.0,12,True,usable
2023/24,2024-01,3,2023-10,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202310.nc,765,765.0,9,True,usable
2023/24,2024-01,3,2023-10,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202310.nc,765,731.0,12,False,start_month_mismatch
2023/24,2024-01,3,2023-10,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202310.nc,765,765.0,10,True,usable
2023/24,2024-01,4,2023-09,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202309.nc,764,764.0,12,True,usable
2023/24,2024-01,4,2023-09,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202309.nc,764,764.0,9,True,usable
2023/24,2024-01,4,2023-09,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202309.nc,764,731.0,12,False,start_month_mismatch
2023/24,2024-01,4,2023-09,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202309.nc,764,764.0,10,True,usable
2023/24,2024-01,5,2023-08,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202308.nc,763,763.0,12,True,usable
2023/24,2024-01,5,2023-08,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202308.nc,763,763.0,9,True,usable
2023/24,2024-01,5,2023-08,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202308.nc,763,731.0,12,False,start_month_mismatch
2023/24,2024-01,5,2023-08,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202308.nc,763,763.0,10,True,usable
2023/24,2024-01,6,2023-07,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202307.nc,762,762.0,12,True,usable
2023/24,2024-01,6,2023-07,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202307.nc,762,762.0,9,True,usable
2023/24,2024-01,6,2023-07,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202307.nc,762,731.0,12,False,start_month_mismatch
2023/24,2024-01,6,2023-07,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202307.nc,762,762.0,10,True,usable
2023/24,2024-01,7,2023-06,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202306.nc,761,761.0,12,True,usable
2023/24,2024-01,7,2023-06,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202306.nc,761,761.0,9,True,usable
2023/24,2024-01,7,2023-06,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202306.nc,761,731.0,12,False,start_month_mismatch
2023/24,2024-01,7,2023-06,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202306.nc,761,761.0,10,True,usable
2023/24,2024-01,8,2023-05,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202305.nc,760,760.0,12,True,usable
2023/24,2024-01,8,2023-05,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202305.nc,760,760.0,9,True,usable
2023/24,2024-01,8,2023-05,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202305.nc,760,731.0,12,False,start_month_mismatch
2023/24,2024-01,8,2023-05,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202305.nc,760,760.0,10,True,usable
2023/24,2024-01,9,2023-04,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202304.nc,759,759.0,12,True,usable
2023/24,2024-01,9,2023-04,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202304.nc,759,759.0,9,False,lead_unavailable
2023/24,2024-01,9,2023-04,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202304.nc,759,731.0,12,False,start_month_mismatch
2023/24,2024-01,9,2023-04,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202304.nc,759,759.0,10,True,usable
2023/24,2024-02,1,2024-01,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202401.nc,768,768.0,12,True,usable
2023/24,2024-02,1,2024-01,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202401.nc,768,768.0,9,True,usable
2023/24,2024-02,1,2024-01,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202401.nc,768,731.0,12,False,start_month_mismatch
2023/24,2024-02,1,2024-01,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202401.nc,768,768.0,10,True,usable
2023/24,2024-02,2,2023-12,COLA-RSMAS-CCSM4,/data3/luoq/p03_Ocean_SST_ensemble/data/COLA-RSMAS-CCSM4/sst_202312.nc,767,767.0,12,True,usable
2023/24,2024-02,2,2023-12,NASA-GEOSS2S,/data3/luoq/p03_Ocean_SST_ensemble/data/NASA-GEOSS2S/sst_202312.nc,767,767.0,9,True,usable
2023/24,2024-02,2,2023-12,GFDL-SPEAR,/data3/luoq/p03_Ocean_SST_ensemble/data/GFDL-SPEAR/sst_202312.nc,767,731.0,12,False,start_month_mismatch
2023/24,2024-02,2,2023-12,NCEP-CFSv2,/data3/luoq/p03_Ocean_SST_ensemble/data/NCEP-CFSv2/sst_202312.nc,767,767.0,10,True,usable
